kanji,furigana,meaning,tags,guid,romaji,hanviet
自宅,じたく,one's own home (same as 自分の家 (じぶんのいえ)),Intermediate_Japanese_Ln.5 JLPT JLPT_2 Intermediate_Japanese,y~_1oOR=)i,jitaku,TỰ TRẠCH
下町,したまち,old parts of town,JLPT JLPT_2,tyOH?ReUJ?,shitamachi,HẠ ĐINH
自治,じち,"self-government, autonomy",JLPT JLPT_2,oaY@jv0[<m,jichi,TỰ TRÌ
室～,しつ～,room,JLPT JLPT_2,D1_T8l(@L#,shitsu~,THẤT
実感,じっかん,"feelings, realization",JLPT JLPT_2,wrZR3pRs]d,jikkan,THỰC CẢM
湿気,しっき,"moisture, humidity, dampness",JLPT JLPT_2,"E,5F1zc&nb",shikki,THẤP KHÍ
しつこい,しつこい,"insistent, obstinate",JLPT JLPT_2,cl$L-`(2=_,shitsukoi,
実習,じっしゅう,"practice, training",JLPT JLPT_2,Q?<8X`Y6`0,jisshuu,THỰC TẬP
実績,じっせき,"achievements, actual results",JLPT JLPT_2,PTJ&0rneJs,jisseki,THỰC TÍCH
湿度,しつど,level of humidity,JLPT JLPT_2,i$wXV&h<e~,shitsudo,THẤP ĐỘ
執筆,しっぴつ,writing,JLPT JLPT_2,d&KI~[gCB*,shippitsu,CHẤP BÚT
実物,じつぶつ,an actual thing,Intermediate_Japanese_Ln.6 JLPT_2 JLPT Intermediate_Japanese,fJhH*-i=?2,jitsubutsu,THỰC VẬT
しっぽ,しっぽ,tail (animal),JLPT JLPT_2,p%JPLRsrQ5,shippo,
実用,じつよう,"practical use, utility",JLPT JLPT_2,P$.|MnAuqw,jitsuyou,THỰC DỤNG
実力,じつりょく,"(real) ability, true strength, merit, efficiency, competency",JLPT JLPT_2,N8N^f(x7A},jitsuryoku,THỰC LỰC
実例,じつれい,"example, instance",JLPT JLPT_2,ewdd$MkDp/,jitsurei,THỰC LỆ
しつれいしました (かん),しつれいしました (かん),"Excuse me., I'm sorry.",JLPT JLPT_2,x&i%T@U%I?,shitsureishimashita (kan),
失恋,しつれん,"broken heart, unrequited love",JLPT JLPT_2,HeXichFW(h,shitsuren,THẤT LUYẾN
指定,してい,"designation, specification, assignment",JLPT JLPT_2,LeO/O}WHQF,shitei,CHỈ ĐỊNH
私鉄,してつ,private railway,JLPT JLPT_2,c~zLGStXx;,shitetsu,TƯ THIẾT
児童,じどう,"children, juvenile",JLPT JLPT_2,"e,|tEbv]Zq",jidou,NHI ĐỒNG
縛る,しばる,"to tie, to bind",JLPT JLPT_2,u<vp]tuxC:,shibaru,PHƯỢC
地盤,じばん,(the) ground,JLPT JLPT_2,"w,S*6c4+}g",jiban,ĐỊA BÀN
しびれる,しびれる,to become numb,JLPT JLPT_2,fFBvw=J;Al,shibireru,
紙幣,しへい,"paper money, notes, bills",JLPT JLPT_2,"OV<,Z6HPYF",shihei,CHỈ TỆ
しぼむ,しぼむ,"to wither, to shrivel",JLPT JLPT_2,rQV|ihDTH/,shibomu,
萎む,しぼむ,"to wither (of flowers, dreams, etc.), to wilt",JLPT JLPT_2,nNiS0>eZP6,shibomu,NUY
絞る,しぼる,"to press, to wring, to squeeze",JLPT JLPT_2,H^H!^blNEc,shiboru,GIẢO
縞,しま,stripe,JLPT JLPT_2,O7bnFhR1.s,shima,CẢO
地味,じみ,"plain, simple, subdued, sober",JLPT JLPT_2,LT>0so`a$T,jimi,ĐỊA VỊ
しみじみ,しみじみ,"keenly, deeply, heartily",JLPT JLPT_2,e8*+SqN?3E,shimijimi,
氏名,しめい,full name,JLPT JLPT_2,i423XMuGh3,shimei,THỊ DANH
締切,しめきり,deadline,JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.3,L=ve:1mZw7,shimekiri,ĐẾ THIẾT
締め切り,しめきり,"deadline, closing, cut-off, end",JLPT JLPT_2,Md1`kIU$)u,shimekiri,ĐẾ THIẾT
締め切る,しめきる,"to close, cancel",JLPT JLPT_2,G!n|7FGUeD,shimekiru,ĐẾ THIẾT
しめた (かん),しめた (かん),"I've got it, all right, fine",JLPT JLPT_2,"zl!oUL,zds",shimeta (kan),
しめる,しめる,"to be wet, to become wet, to be damp",JLPT JLPT_2,B-RIGx{n6t,shimeru,
地面,じめん,"ground, earth's surface",JLPT JLPT_2,sKB=F~Okr&,jimen,ĐỊA DIỆN
ジャーナリスト,ジャーナリスト,journalist,JLPT JLPT_2,"J*kn.#JF,]",jaanarisuto,
社会科学,しゃかいかがく,social science,JLPT JLPT_2,k09..p/K:$,shakaikagaku,XÃ HỘI KHOA HỌC
しゃがむ,しゃがむ,to squat,JLPT JLPT_2,oIYnDS)YJi,shagamu,
蛇口,じゃぐち,"faucet, tap",JLPT JLPT_2,zRkqq!QHkN,jaguchi,XÀ KHẨU
弱点,じゃくてん,"weak point, weakness",JLPT JLPT_2,H/[LFJ:IvA,jakuten,NHƯỢC ĐIỂM
車庫,しゃこ,"garage, car shed",JLPT JLPT_2,lE^9nzt^2-,shako,XA KHỐ
車掌,しゃしょう,(train) conductor,JLPT JLPT_2,b.n4^BFEbO,shashou,XA CHƯỞNG
写生,しゃせい,"sketching, drawing from nature",JLPT JLPT_2,C+dKrz0lC&,shasei,TẢ SANH
社説,しゃせつ,editorial,JLPT JLPT_2,OPZsh9XL6-,shasetsu,XÃ THUYẾT
しゃっくり,しゃっくり,"hiccough, hiccup",JLPT JLPT_2,yp$Z>Vh|zo,shakkuri,
シャッター,シャッター,shutter,JLPT JLPT_2,KMNzQgzh26,shattaa,
しゃぶる,しゃぶる,"to suck, to chew",JLPT JLPT_2,yZO~f#ZDsc,shaburu,
車輪,しゃりん,(car) wheel,JLPT JLPT_2,w^RM.{Q-65,sharin,LUÂN
洒落,しゃれ,"joke, pun, witticism",JLPT JLPT_2,FiN|9?=c;o,share,SÁI LẠC
じゃんけん,じゃんけん,rock-scissors-paper game,JLPT JLPT_2,"r[@>bl*,N.",janken,
重～,じゅう～,heavy ~,JLPT JLPT_2,"j{}Q,b8AUe",juu~,TRỌNG
集会,しゅうかい,"meeting, assembly",JLPT JLPT_2,FB%)C]f(i:,shuukai,TẬP HỘI
住居,じゅうきょ,"dwelling, house, residence, address",JLPT JLPT_2,dv!To}OFLp,juukyo,TRỤ CƯ
集金,しゅうきん,money collection,JLPT JLPT_2,vqI&vRYrZz,shuukin,TẬP KIM
集合,しゅうごう,"gathering, assembly",JLPT JLPT_2,QQkx-.?$px,shuugou,TẬP HỢP
習字,しゅうじ,penmanship,JLPT JLPT_2,DHN{BIzy9J,shuuji,TẬP TỰ
修繕,しゅうぜん,"repair, mending",JLPT JLPT_2,8Hn$K(/y&,shuuzen,TU THIỆN
重体,じゅうたい,"serious condition, critical condition",JLPT JLPT_2,eGoKd/:^C0,juutai,TRỌNG THỂ
じゅうたん (カーペット),じゅうたん (カーペット),carpet,JLPT JLPT_2,wuSQ.Es4!<,juutan (kaapetto),
終点,しゅうてん,"terminus, last stop (e.g train)",JLPT JLPT_2,yoA+}ku9{T,shuuten,CHUNG ĐIỂM
重点,じゅうてん,"important point, lay stress on, emphasis",JLPT JLPT_2,m03VNo)9t$,juuten,TRỌNG ĐIỂM
就任,しゅうにん,"inauguration, assumption of office",JLPT JLPT_2,HtcOE.Q|y4,shuunin,TỰU NHÂM
周辺,しゅうへん,"circumference, peripheral",JLPT JLPT_2,hN?qSe;l/I,shuuhen,CHU BIÊN
重役,じゅうやく,"director, high executive",JLPT JLPT_2,nHZ3{$.oV6,juuyaku,TRỌNG DỊCH
終了,しゅうりょう,"end, close, termination",JLPT_1 JLPT JLPT_2,bv?qBa-JLm,shuuryou,CHUNG LIỄU
重量,じゅうりょう,heavyweight,JLPT JLPT_2,L@e.0E4LTG,juuryou,TRỌNG LƯỢNG
重力,じゅうりょく,gravity,JLPT JLPT_2,p;B+5;@b>T,juuryoku,TRỌNG LỰC
熟語,じゅくご,"idiom, kanji compound",JLPT JLPT_2,JfoRe)yOPp,jukugo,THỤC NGỮ
祝日,しゅくじつ,national holiday,JLPT JLPT_2,k6tGq~h4+p,shukujitsu,CHÚC NHẬT
縮小,しゅくしょう,"reduction, curtailment",JLPT JLPT_2,A;W|R`P$FY,shukushou,SÚC TIỂU
受験,じゅけん,taking an examination,JLPT JLPT_2,h]:z)|nWsb,juken,THỤ NGHIỆM
主語,しゅご,(gram) subject,JLPT JLPT_2,E2f>S=Qsi$,shugo,CHỦ NGỮ
主人,しゅじん,(one's own) husband,JLPT JLPT_2 Intermediate_Japanese_Ln.9 Intermediate_Japanese,y0Vh0}pH&D,shujin,CHỦ NHÂN
出勤,しゅっきん,"going to work, at work",JLPT JLPT_2,j_B5AK}^J!,shukkin,XUẤT CẦN
述語,じゅつご,predicate,JLPT JLPT_2,"rBV;MM,_Ui",jutsugo,THUẬT NGỮ
出張,しゅっちょう,"official tour, business trip",JLPT Intermediate_Japanese Genki_Ln.19 JLPT_2 Intermediate_Japanese_Ln.10 Genki,QbLl4<fBGE,shutchou,XUẤT TRƯƠNG
寿命,じゅみょう,life span,JLPT JLPT_2,ip@RR(6Q)w,jumyou,THỌ MỆNH
主役,しゅやく,leading part,JLPT JLPT_2,AAvA2F|qmF,shuyaku,CHỦ DỊCH
受話器,じゅわき,(telephone) receiver,JLPT JLPT_2,jRLR$b=wEf,juwaki,THỤ THOẠI KHÍ
循環,じゅんかん,"circulation, rotation, cycle",JLPT JLPT_2,z/Jjqic)yW,junkan,TUẦN HOÀN
巡査,じゅんさ,policeman,JLPT JLPT_2,mWfGm:/O]=,junsa,TUẦN TRA
順々,じゅんじゅん,"in order, in turn",JLPT JLPT_2,lO7^4=~T>J,junjun,THUẬN
順序,じゅんじょ,"order, sequence, procedure",JLPT JLPT_2,q=^2QGGaA,junjo,THUẬN TỰ
純情,じゅんじょう,pure heart,JLPT JLPT_2,C6E@oxfT>),junjou,THUẦN TÌNH
純粋,じゅんすい,"pure, genuine, unmixed",JLPT JLPT_2,x2gLnGo0Hy,junsui,THUẦN TÚY
初～,しょ～,first ~,JLPT JLPT_2,Ni+{r7rs24,sho~,SƠ
諸～,しょ～,various ~,JLPT JLPT_2,Q5kl8(<^]h,sho~,CHƯ
女～,じょ～,things done by women,JLPT JLPT_2,LhI(13lT>E,jo~,NỮ
省～,しょう～,economizing ~,JLPT JLPT_2,im>V5<%2Jx,shou~,TỈNH
消化,しょうか,digestion,JLPT JLPT_2,C#pz<pJ<eo,shouka,TIÊU HÓA
小学生,しょうがくせい,elementary school pupil,JLPT JLPT_2,GKx{~(QY^<,shougakusei,TIỂU HỌC SANH
しょうがない,しょうがない,It is not worth ~,JLPT JLPT_2,H;w)!q6QIW,shouganai,
将棋,しょうぎ,Japanese chess,JLPT JLPT_2,o>-[BTOgMu,shougi,TƯƠNG KÌ
蒸気,じょうき,"steam, vapor",JLPT JLPT_2,yr+:#u3w]#,jouki,CHƯNG KHÍ
定規,じょうぎ,(measuring) ruler,JLPT JLPT_2,y8|>I<):Fb,jougi,ĐỊNH QUY
上級,じょうきゅう,"advanced level, high grade, senior",JLPT JLPT_2,E]<)eitS5v,joukyuu,THƯỢNG CẤP
商業,しょうぎょう,"commerce, trade, business",JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,tBxA`{EGUT,shougyou,THƯƠNG NGHIỆP
消極的,しょうきょくてき,passive,JLPT JLPT_2,D7|$-Q)w)~,shoukyokuteki,TIÊU CỰC ĐÍCH
賞金,しょうきん,"prize, monetary award",JLPT JLPT_2,h7834at`:k,shoukin,THƯỞNG KIM
上下,じょうげ,"high and low, up and down",JLPT JLPT_2,o_^4=W.VM#,jouge,THƯỢNG HẠ
障子,しょうじ,paper sliding door,JLPT JLPT_2,M[TE$UVbid,shouji,CHƯỚNG TỬ
商社,しょうしゃ,trading company,JLPT JLPT_2,J/lSCUTs~[,shousha,THƯƠNG XÃ
乗車,じょうしゃ,"taking a train, entraining",JLPT JLPT_2,Nw+J{<dSau,jousha,THỪA XA
上旬,じょうじゅん,first 10 days of month,JLPT JLPT_2,h))LgN=I.e,joujun,THƯỢNG TUẦN
小数,しょうすう,"fraction (part of), decimal",JLPT JLPT_2,z:q}dc<I:s,shousuu,TIỂU SỔ
生ずる,しょうずる,"to cause, to arise, to be generated",JLPT JLPT_2,"vg9e=r3Tl,",shouzuru,SANH
商店,しょうてん,"shop, business firm",JLPT JLPT_2,glT|Kxp]>$,shouten,THƯƠNG ĐIẾM
焦点,しょうてん,"focus, point",JLPT JLPT_2,wHjNiqCz}x,shouten,TIÊU ĐIỂM
消毒,しょうどく,disinfection,JLPT JLPT_2,xo2iz}Ug@`,shoudoku,TIÊU ĐỘC
勝敗,しょうはい,"victory or defeat, issue (of battle)",JLPT JLPT_2,BU<_6fBUh},shouhai,THẮNG BẠI
蒸発,じょうはつ,evaporation; unexplained disappearance,JLPT JLPT_2,lr6Aj]|}(-,jouhatsu,CHƯNG PHÁT
賞品,しょうひん,"prize, trophy",JLPT JLPT_2,M}I~*8Gv<&,shouhin,THƯỞNG PHẨM
上品,じょうひん,"refined, elegant, well-mannered",JLPT JLPT_2,M|bWva`I=w,jouhin,THƯỢNG PHẨM
勝負,しょうぶ,"victory or defeat, game",JLPT JLPT_2,gj|IO4h=q;,shoubu,THẮNG PHỤ
小便,しょうべん,"(col) urine, piss",JLPT JLPT_2,"bK|,0ua1Dl",shouben,TIỂU TIỆN
消防署,しょうぼうしょ,fire station,JLPT JLPT_2,FRL.hg2R`~,shoubousho,TIÊU PHÒNG THỰ
正味,しょうみ,net (weight),JLPT JLPT_2,E)H$Zvk^B:,shoumi,CHÁNH VỊ
正面,しょうめん,front,JLPT JLPT_2,gfh>dfSUZU,shoumen,CHÁNH DIỆN
消耗,しょうもう,"exhaustion, consumption",JLPT JLPT_2,k}G5Ve])50,shoumou,TIÊU HÁO
省略,しょうりゃく,"omission, abbreviation, abridgment",JLPT JLPT_2,jp1y&-#kyn,shouryaku,TỈNH LƯỢC
初級,しょきゅう,elementary level,JLPT JLPT_2,s5Nz5KFo?B,shokyuu,SƠ CẤP
助教授,じょきょうじゅ,assistant professor,JLPT JLPT_2,C@A-m!z]Kq,jokyouju,TRỢ GIÁO THỤ
食塩,しょくえん,table salt,JLPT JLPT_2,Hp0g>KLWj/,shokuen,THỰC DIÊM
職人,しょくにん,"artisan, craftsman",JLPT JLPT_2,"tJH,8Q27Qt",shokunin,CHỨC NHÂN
職場,しょくば,workplace,JLPT JLPT_2,P&{;#KVmG&,shokuba,CHỨC TRÀNG
初旬,しょじゅん,first 10 days of the month,JLPT JLPT_2,jZertmVDFe,shojun,SƠ TUẦN
書籍,しょせき,"book, publication",JLPT JLPT_2,Bf)uYlO=AT,shoseki,THƯ TỊCH
食器,しょっき,tableware,JLPT JLPT_2,iPV[H=Yj`[,shokki,THỰC KHÍ
ショップ,ショップ,a shop,JLPT JLPT_2,A=dH=_y-%Q,shoppu,
書店,しょてん,bookshop,JLPT JLPT_2,s4qIEN6Bk},shoten,THƯ ĐIẾM
書道,しょどう,calligraphy,JLPT JLPT_2,f:%5][vkAc,shodou,THƯ ĐẠO
初歩,しょほ,"elements, rudiments",JLPT JLPT_2,wZ7G?ntb5},shoho,SƠ BỘ
白髪,しらが,"white or grey hair, trendy hair bleaching",JLPT JLPT_2,uxCiljm@9n,shiraga,BẠCH PHÁT 
シリーズ,シリーズ,series,JLPT JLPT_2,DA5W7`%j#(,shiriizu,
知り合い,しりあい,acquaintance,JLPT JLPT_2,eY^k(4N>1-,shiriai,TRI HỢP
私立,しりつ,private (establishment),JLPT_2 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese,brR|}=<!Bd,shiritsu,TƯ LẬP
資料,しりょう,"materials, data",JLPT JLPT_2,C&tPzTV2wQ,shiryou,TƯ LIÊU
汁,しる,"juice, soup",JLPT JLPT_2,y647aHlaUn,shiru,TRẤP
素人,しろうと,"layman, amateur, novice",JLPT JLPT_2 Intermediate_Japanese_Ln.12 Intermediate_Japanese,dWPWBG[+:j,shirouto,TỐ NHÂN
しわ (かおの～),しわ (かおの～),"wrinkles, creases",JLPT JLPT_2,Jk5.8cDx8n,shiwa (kaono~),
芯,しん,"core, heart, wick",JLPT JLPT_2,B=cR}zPm:},shin,TÂM
新幹線,しんかんせん,"Shinkansen, ""Bullet Train""",JLPT Intermediate_Japanese JLPT_2 Genki_Ln.9 Intermediate_Japanese_Ln.10 Genki,pM-.4/Ue$w,shinkansen,TÂN CÁN TUYẾN
真空,しんくう,vacuum,JLPT JLPT_2,tIYBRvP|M5,shinkuu,CHÂN KHÔNG
人事,じんじ,"human resources, personnel management",JLPT JLPT_2,J+x/%Fy483,jinji,NHÂN SỰ
心身,しんしん,mind and body,JLPT JLPT_2,H#/ONp0lez,shinshin,TÂM THÂN
信ずる,しんずる,to believe,JLPT JLPT_2,BQ&<yiF@u2,shinzuru,TÍN
申請,しんせい,"application, request, petition",JLPT JLPT_2,M*(J<<s/@8,shinsei,THÂN THỈNH
人造,じんぞう,"man-made, synthetic, artificial",JLPT JLPT_2,v2{nYsGU&z,jinzou,NHÂN TẠO
寝台,しんだい,bed,JLPT JLPT_2,qO9j3@Hghp,shindai,TẨM THAI
診断,しんだん,diagnosis,JLPT JLPT_2,g+wZt;=B>k,shindan,CHẨN ĐOẠN
侵入,しんにゅう,"invasion, raid, trespass",JLPT JLPT_2,H1b.p!HN7#,shinnyuu,XÂM NHẬP
人文科学,じんぶんかがく,"social sciences, humanities",JLPT JLPT_2,g+ud_9CPby,jinbunkagaku,NHÂN VĂN KHOA HỌC
人命,じんめい,(human) life,JLPT JLPT_2,Q6U(4ZXO=G,jinmei,NHÂN MỆNH
深夜,しんや,late at night,JLPT JLPT_2,"u,9r~:<(rE",shinya,THÂM DẠ
森林,しんりん,"forest, woods",JLPT JLPT_2,BVfTI:K.BL,shinrin,SÂM LÂM
親類,しんるい,relative(s) (same as 親戚 (しんせき)),JLPT Intermediate_Japanese JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese_Ln.9,lfd[d~BlbI,shinrui,THÂN LOẠI
針路,しんろ,"course, direction",JLPT JLPT_2,xt6+*3Xb17,shinro,CHÂM LỘ
神話,しんわ,"myth, legend",JLPT JLPT_2,gbqw2%E-oa,shinwa,THẦN THOẠI
酢,す,vinegar,JLPT JLPT_2,S|>MWw8{x,su,TẠC
水産,すいさん,"marine products, fisheries",JLPT JLPT_2,c#54iPiGrb,suisan,THỦY SẢN
炊事,すいじ,cooking,JLPT JLPT_2,"xKch,yK?.P",suiji,XUY SỰ
水蒸気,すいじょうき,"water vapor, steam",JLPT JLPT_2,k8jAO*|}~5,suijouki,THỦY CHƯNG KHÍ
水素,すいそ,hydrogen,JLPT JLPT_2,i73L7}gO>6,suiso,THỦY TỐ
垂直,すいちょく,"vertical, perpendicular",JLPT JLPT_2,G8}j61|h6T,suichoku,THÙY TRỰC
推定,すいてい,"presumption, assumption, estimation",JLPT JLPT_2,jp6vOFS{a6,suitei,THÔI ĐỊNH
水滴,すいてき,drop of water,JLPT JLPT_2,y}Hrc9&%7j,suiteki,THỦY TÍCH
水筒,すいとう,"canteen, flask, water bottle",JLPT JLPT_2,mJ90J(~1k%,suitou,THỦY ĐỒNG
随筆,ずいひつ,"essays, miscellaneous writings",JLPT JLPT_2,h4p6ekF;42,zuihitsu,TÙY BÚT
水分,すいぶん,moisture,JLPT JLPT_2,qq@<XjC)__,suibun,THỦY PHÂN
水平,すいへい,"level, horizontal",JLPT JLPT_2,Kn`n)IG{Ta,suihei,THỦY BÌNH
水平線,すいへいせん,horizon,JLPT JLPT_2,Ej.liCGYdk,suiheisen,THỦY BÌNH TUYẾN
水面,すいめん,water's surface,JLPT JLPT_2,iZ{|=]VK5.,suimen,THỦY DIỆN
水曜,すいよう,Wednesday,JLPT JLPT_2,qI=LNhp+4=,suiyou,THỦY DIỆU
図々しい,ずうずうしい,"impudent, shameless",JLPT JLPT_2,"w{41{qX1P,",zuuzuushii,ĐỒ
ずうっと,ずうっと,"all the time, all the way",JLPT JLPT_2,xL3QlTnk>6,zuutto,
末っ子,すえっこ,youngest child,JLPT JLPT_2,q2H?txJ(gz,suekko,MẠT TỬ
スカーフ,スカーフ,scarf,JLPT JLPT_2,QEu2m9Dj{V,sukaafu,
図鑑,ずかん,picture book,JLPT JLPT_2,"i,){||O+QG",zukan,ĐỒ GIÁM
隙,すき,"unguarded moment, chance",JLPT JLPT_2,FIQY`SsGB6,suki,KHÍCH
杉,すぎ,Japanese cedar,JLPT JLPT_2,j[):R@cYZf,sugi,SAM
好き嫌い,すききらい,"likes and dislikes, taste",JLPT JLPT_2,E7nO8cj@J.,sukikirai,HẢO HIỀM
好き好き,すきずき,matter of taste,JLPT JLPT_2,LjV{PzjM5W,sukizuki,HẢO HẢO
透き通る,すきとおる,to be(come) transparent,JLPT JLPT_2,mdCfr_&Mjk,sukitooru,THẤU THÔNG
隙間,すきま,"crack, gap, opening",JLPT JLPT_2,"hLO,M-m.c?",sukima,KHÍCH GIAN
スクール,スクール,school,JLPT JLPT_2,cGFe.>Ak]k,sukuuru,
少なくとも,すくなくとも,at least,JLPT JLPT_2,I6Xp`pMQBV,sukunakutomo,THIỂU
図形,ずけい,figure,JLPT JLPT_2,q~#`u[+ICl,zukei,ĐỒ HÌNH
鈴,すず,bell,JLPT JLPT_2,sPf>sM2#u,suzu,LINH
涼む,すずむ,"to cool oneself, to cool off",JLPT JLPT_2,z:IPAXSnoW,suzumu,LƯƠNG
スタート,スタート,start,JLPT JLPT_2,lWJWm$Sh_7,sutaato,
スチュワーデス,スチュワーデス,stewardess,JLPT JLPT_2,z4fbmz3-}|,suchuwaadesu,
すっきり,すっきり,"shapely, clear, neat",JLPT JLPT_2,u=7m1&|4_G,sukkiri,
ステージ,ステージ,stage; performance,JLPT JLPT_2,dC1~iTR.Y,suteeji,
ストッキング,ストッキング,stockings,JLPT JLPT_2,B5:XuLvrca,sutokkingu,
ストップ,ストップ,stop,JLPT JLPT_2,nVeh3~p35:,sutoppu,
素直,すなお,"obedient, meek, docile",JLPT JLPT_2,t*v$gPIE?7,sunao,TỐ TRỰC
頭脳,ずのう,"head, brains, intellect",JLPT JLPT_2,u_@7V}[&9>,zunou,ĐẦU NÃO
スピーカー,スピーカー,speaker,JLPT JLPT_2,ts:JB-[YU5,supiikaa,
図表,ずひょう,"chart, diagram, graph",JLPT JLPT_2,i|<`t3f+@>,zuhyou,ĐỒ BIỂU
スマート,スマート,"smart, stylish, slim",JLPT JLPT_2,"L^]Yw(t($,",sumaato,
住まい,すまい,"dwelling, house",JLPT JLPT_2,D9Irez.shi,sumai,TRỤ
すまない,すまない,sorry (phrase),JLPT JLPT_2,jcLXE?s?-j,sumanai,
相撲,すもう,sumo wrestling,JLPT_2 JLPT Intermediate_Japanese_Ln.7 Intermediate_Japanese,td=~dzQi/B,sumou,TƯƠNG PHÁC
スライド,スライド,slide,JLPT JLPT_2,Cslvy][TeB,suraido,
ずらす,ずらす,"to put off, to delay",JLPT JLPT_2,gJl7<m:4pb,zurasu,
ずらり,ずらり,"in a line, in a row",JLPT JLPT_2,AgA!P|w]$E,zurari,
スリッパ,スリッパ,slippers,JLPT JLPT_2,JKtWp2C{b`,surippa,
する,する,to print,JLPT JLPT_2,b`9v+PM9Iw,suru,
狡い,ずるい,"sly, cunning",JLPT JLPT_2,Sm-F;a3H,zurui,GIẢO
寸法,すんぽう,"measurement, size, dimension",JLPT JLPT_2,A^SC?nUAcd,sunpou,THỐN PHÁP
姓,せい,"surname, family name",JLPT JLPT_2,"sO,Mg|Q.hG",sei,TÍNH
税関,ぜいかん,customs,JLPT JLPT_2,Hdo?H|g?N-,zeikan,THUẾ QUAN
製作,せいさく,"manufacture, production",JLPT JLPT_2,"Hd33,!(oye",seisaku,CHẾ TÁC
制作,せいさく,"work (e.g., film, book)",JLPT JLPT_2,pSg&--.6FI,seisaku,CHẾ TÁC
性質,せいしつ,"nature, property, disposition",JLPT JLPT_2,E(70}4c-m*,seishitsu,TÍNH CHẤT
清書,せいしょ,clean copy,JLPT JLPT_2,GSG&]QQ!7S,seisho,THANH THƯ
青少年,せいしょうねん,"youth, young person",JLPT JLPT_2,oKbcQZhJf7,seishounen,THANH THIỂU NIÊN
整数,せいすう,integer,JLPT JLPT_2,BFz!&|OKKj,seisuu,CHỈNH SỔ
清掃,せいそう,cleaning,JLPT JLPT_2,eetChqGb=_,seisou,THANH TẢO
生存,せいぞん,"existence, being, survival",JLPT JLPT_2,tV]CHeber1,seizon,SANH TỒN
生長,せいちょう,growth (of a plant),JLPT JLPT_2,s0(03oa~>J,seichou,SANH TRƯỜNG
政党,せいとう,(member of) political party,JLPT JLPT_2,P>9hhdscC!,seitou,CHÁNH ĐẢNG
生年月日,せいねんがっぴ,date of birth,JLPT JLPT_2,l/2yLDI$!q,seinengappi,SANH NIÊN NGUYỆT NHẬT
性能,せいのう,"ability, capability",JLPT JLPT_2,zR:(P@rWk;,seinou,TÍNH NĂNG
整備,せいび,"maintenance, overhaul",JLPT JLPT_2,dN1Ziz6*}J,seibi,CHỈNH BỊ
成分,せいぶん,"ingredient, component, composition",JLPT JLPT_2,w)S(-qI7pB,seibun,THÀNH PHÂN
性別,せいべつ,"sex, gender",JLPT JLPT_2,gR@>7DZ?XN,seibetsu,TÍNH BIỆT
正方形,せいほうけい,square,JLPT JLPT_2,y)<J<%Cv$W,seihoukei,CHÁNH PHƯƠNG HÌNH
正門,せいもん,"main gate, main entrance",JLPT JLPT_2,u>U|#l*q{k,seimon,CHÁNH MÔN
成立,せいりつ,"formation, establishment, completion",JLPT JLPT_2,z!=6/+)ChY,seiritsu,THÀNH LẬP
西暦,せいれき,"Christian Era, after (Christ’s) death (A.D.)",JLPT JLPT_2,x`#%RAey^1,seireki,TÂY LỊCH
背負う,せおう,to be burdened with; to carry on (one's) back or shoulder(s),Intermediate_Japanese_Ln.14 JLPT_2 JLPT Intermediate_Japanese,o17[rZC/J[,seou,BỐI PHỤ
赤道,せきどう,equator,JLPT JLPT_2,r2/#Bsz}<,sekidou,XÍCH ĐẠO
折角,せっかく,"with trouble, at great pains, long-awaited",JLPT JLPT_2,"dK?:fG/l-,",sekkaku,CHIẾT GIÁC
接近,せっきん,"getting closer, drawing nearer, approaching",JLPT JLPT_2,K^7JJPIGCs,sekkin,TIẾP CẬN
接する,せっする,to attend to (someone); to associate with,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,P=&0U%h+V.,sessuru,TIẾP
せっせと,せっせと,"busily, away",JLPT JLPT_2,r%5r#-`-m],sesseto,
接続,せつぞく,"connection, union, join, link; changing trains",JLPT JLPT_2,z>djSMK(A7,setsuzoku,TIẾP TỤC
瀬戸物,せともの,"earthenware, crockery, china",JLPT JLPT_2,PMP|wB-k4/,setomono,LẠI HỘ VẬT
ぜひとも,ぜひとも,by all means (with sense of not taking 'no' for an answer),JLPT JLPT_2,A3Jbimizm0,zehitomo,
迫る,せまる,"to draw near, to press",JLPT JLPT_2,dn?%4*`.$=,semaru,BÁCH
ゼミ,ゼミ,seminar,Intermediate_Japanese_Ln.5 JLPT JLPT_2 Intermediate_Japanese,lX$<5j-;VY,zemi,
せめて,せめて,at least,JLPT JLPT_2,"qY`,)^Uzza",semete,
攻める,せめる,"to attack, to assault, to assail",JLPT JLPT_2,j:1<3/Aj|u,semeru,CÔNG
セメント,セメント,cement,JLPT JLPT_2,gZo}Y#TRA.,semento,
台詞,せりふ,"speech, words, one's lines, remarks",JLPT JLPT_2,p!R4:?$J5a,serifu,THAI TỪ
栓,せん,"stopper, cork, stopcock",JLPT JLPT_2,GIQJL!C!u[,sen,XUYÊN
前～,ぜん～,"former, late ~, past ~",JLPT JLPT_2,uziw.|&}u],zen~,TIỀN
